Country,Country_Subdivision_Primary,Country_Subdivision_Secondary,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_ILS,Spend_NZD,Spend_TWD,Spend_AUD
US,US-NY,NY-27,520400,457950,36902750,905525,3440000,11907000,3455500,148140000,1988000,2201400,4824000,395500,1863000,775400,15291000,718200
US,US-NY,NY-3,957400,842500,67890250,1665900,6328500,21906000,6357000,272535000,3657300,4049850,8875500,727650,3427500,1426600,28128000,1321200
US,US-NY,NY-4,959600,844500,68047500,1669750,6343200,21956000,6372000,273172500,3665800,4059225,8895750,729300,3435500,1429800,28194000,1324350
US,US-NY,NY-5,766900,674850,54380500,1334400,5069200,17547000,5092000,218302500,2929500,3243975,7109250,582850,2745500,1142600,22530000,1058250
US,US-NY,NY-6,697600,613900,49467750,1213850,4611200,15961000,4632000,198585000,2664900,2950875,6466500,530200,2497500,1039400,20496000,962700
US,US-NY,NY-7,1097500,965800,77823750,1909650,7254500,25111000,7287500,312412500,4192400,4642425,10173750,834100,3929000,1635200,32244000,1514550
US,US-NY,NY-8,497300,437600,35261500,865250,3287000,11378000,3302000,141555000,1899600,2103450,4609500,377950,1780250,741000,14610000,686250
US,US-NY,NY-9,805300,708700,57105750,1401275,5323200,18426000,5347500,229245000,3076400,3406575,7465500,612050,2883000,1200000,23661000,1111350
US,US-OH,OH-1,1687500,1485050,119663250,2936325,11154600,38611000,11205000,480375000,6446400,7138275,15643500,1282550,6041500,2514400,49581000,2328750
US,US-OH,OH-10,1019200,896850,72268250,1773325,6736600,23318000,6767000,290115000,3893200,4311000,9447750,774550,3648500,1518600,29943000,1406400
US,US-OH,OH-11,1198900,1055050,85016750,2086150,7925000,27432000,7961000,341287500,4579900,5071500,11114250,911200,4292250,1786400,35226000,1654500
US,US-OH,OH-12,1327400,1168150,94127500,2309725,8774300,30371000,8814000,377865000,5070800,5615025,12305250,1008850,4752250,1977800,39000000,1831800
US,US-OH,OH-13,893500,786250,63357250,1554675,5906000,20443000,5933000,254340000,3413100,3779475,8283000,679050,3198750,1331200,26250000,1233000
US,US-OH,OH-14,1165300,1025450,82630750,2027600,7702600,26662000,7737500,331710000,4451400,4929150,10802250,885600,4171750,1736200,34236000,1608150
US,US-OH,OH-15,1378600,1213150,97756750,2398775,9112600,31542000,9154000,392430000,5266300,5831475,12780000,1047750,4935500,2054200,40503000,1902450
US,US-OH,OH-16,1013000,891450,71833500,1762650,6696100,23178000,6726500,288367500,3869700,4285050,9390750,769900,3626500,1509400,29763000,1398000
US,US-OH,OH-2,1341500,1180550,95126250,2334225,8867400,30694000,8907500,381870000,5124600,5674575,12435750,1019550,4802500,1998800,39414000,1851300
US,US-OH,OH-3,1039700,914900,73722500,1809025,6872200,23787000,6903500,295950000,3971500,4397775,9637500,790150,3722000,1549000,30546000,1434750
US,US-OH,OH-4,980700,863000,69541000,1706400,6482400,22438000,6512000,279165000,3746300,4148325,9090750,745350,3511000,1461200,28812000,1353300
US,US-OH,OH-5,1012300,890850,71782500,1761400,6691300,23162000,6721500,288165000,3867000,4282050,9384000,769350,3624000,1508400,29742000,1396950
US,US-OH,OH-6,741500,652500,52576750,1290150,4901000,16965000,4923500,211065000,2832400,3136350,6873000,563500,2654500,1104800,21783000,1023150
US,US-OH,OH-7,914000,804300,64809750,1590300,6041400,20912000,6069000,260167500,3491400,3866100,8472750,694600,3272000,1361800,26853000,1261350
US,US-OH,OH-8,904500,795950,64136500,1573800,5978600,20694000,6005500,257467500,3455100,3825975,8384250,687400,3238000,1347600,26574000,1248150
US,US-OH,OH-9,862500,759000,61158500,1500725,5701000,19734000,5727000,245512500,3294700,3648300,7995000,655500,3087750,1285000,25341000,1190250
US,US-OK,OK-1,879600,774100,62375750,1530600,5814500,20126000,5841000,250402500,3360300,3720900,8154000,668550,3149250,1310600,25845000,1213950
US,US-OK,OK-2,516900,454850,36652500,899375,3416600,11826000,3432000,147135000,1974500,2186475,4791750,392850,1850500,770200,15186000,713250
US,US-OK,OK-3,560800,493550,39768250,975850,3707100,12832000,3724000,159645000,2142400,2372325,5199000,426250,2007750,835600,16476000,774000
US,US-OK,OK-4,627700,552400,44510500,1092200,4149100,14362000,4168000,178680000,2397800,2655225,5818500,477050,2247250,935200,18441000,866250
US,US-OK,OK-5,1596300,1404750,113195250,2777600,10551700,36524000,10599500,454410000,6097900,6752475,14798250,1213200,5714750,2378600,46899000,2202900
US,US-OR,OR-1,1225600,1078500,86907000,2132525,8101200,28042000,8138000,348877500,4681800,5184300,11361000,931450,4387750,1826200,36009000,1691250
US,US-OR,OR-2,1114800,981000,79050000,1939750,7368800,25506000,7402000,317340000,4258500,4715550,10334250,847250,3991000,1661000,32754000,1538400
US,US-OR,OR-3,1502600,1322250,106546500,2614450,9931900,34379000,9977000,427717500,5739800,6355800,13929000,1141950,5379250,2238800,44145000,2073600
US,US-OR,OR-4,1004500,884000,71230500,1747875,6639900,22983000,6670000,285945000,3837300,4249125,9312000,763450,3596250,1496800,29514000,1386300
US,US-OR,OR-5,1322300,1163650,93766750,2300875,8740600,30255000,8780500,376417500,5051300,5593500,12258000,1005000,4734000,1970200,38850000,1824750
US,US-PA,PA-1,3298300,2902500,233880500,5739000,21801600,75464000,21900500,938887500,12599400,13951725,30575250,2506700,11807750,4914400,96903000,4551600
US,US-PA,PA-10,2877800,2532450,204061750,5007300,19022000,65843000,19108500,819180000,10993000,12172950,26676750,2187100,10302250,4287800,84549000,3971250
US,US-PA,PA-11,2217300,1951200,157227000,3858050,14656200,50731000,14722500,631170000,8470000,9379050,20554500,1685150,7937750,3303800,65145000,3059850
US,US-PA,PA-12,1816500,1598550,128808750,3160725,12007100,41562000,12061500,517087500,6939100,7683825,16839000,1380550,6503000,2706600,53370000,2506800
US,US-PA,PA-13,1873500,1648650,132849250,3259875,12383800,42865000,12440000,533310000,7156700,7924875,17367000,1423850,6707000,2791600,55044000,2585400
US,US-PA,PA-14,2091800,1840750,148328750,3639725,13826700,47860000,13889500,595447500,7990600,8848275,19391250,1589750,7488500,3116800,61458000,2886600
US,US-PA,PA-15,1466300,1290300,103972000,2551275,9691900,33548000,9736000,417382500,5601100,6202275,13592250,1114350,5249250,2184800,43080000,2023500
US,US-PA,PA-16,2191800,1928800,155422500,3813775,14488000,50149000,14553500,623925000,8372800,9271425,20318250,1665800,7846750,3265800,64395000,3024750
US,US-PA,PA-17,1820800,1602250,129110250,3168125,12035200,41659000,12090000,518295000,6955300,7701825,16878750,1383800,6518250,2713000,53493000,2512650
US,US-PA,PA-18,3450300,3036300,244662000,6003550,22806600,78943000,22910000,982170000,13180200,14594850,31984500,2622250,12352250,5141000,101370000,4761450
US,US-PA,PA-2,3242500,2853400,229927250,5641975,21433100,74189000,21530500,923017500,12386400,13715850,30058500,2464300,11608250,4831400,95265000,4474650
US,US-PA,PA-3,3284200,2890150,232885500,5714575,21708800,75143000,21807500,934890000,12545800,13892325,30444750,2496000,11757500,4893600,96492000,4532250
US,US-PA,PA-4,2736500,2408150,194046750,4761550,18088400,62612000,18170500,778980000,10453500,11575500,25367250,2079750,9796750,4077400,80400000,3776400
US,US-PA,PA-5,2963400,2607750,210131750,5156250,19587800,67802000,19676500,843547500,11320000,12535050,27470250,2252150,10608750,4415400,87063000,4089450
US,US-PA,PA-6,2615500,2301600,185461750,4550900,17288100,59842000,17366500,744517500,9991000,11063400,24245250,1987750,9363250,3897000,76842000,3609300
US,US-PA,PA-7,2541700,2236750,180235000,4422625,16800900,58155000,16877000,723532500,9709500,10751550,23562000,1931700,9099500,3787200,74676000,3507600
US,US-PA,PA-8,2283500,2009500,161924250,3973325,15094000,52247000,15162500,650025000,8723000,9659250,21168000,1735450,8175000,3402400,67089000,3151200
US,US-PA,PA-9,1801900,1585650,127771500,3135275,11910500,41227000,11964500,512925000,6883200,7621950,16703250,1369450,6450750,2684800,52938000,2486550
US,US-RI,RI-1,572300,503600,40579250,995750,3782700,13093000,3800000,162900000,2186000,2420700,5304750,434900,2048750,852600,16812000,789750
US,US-RI,RI-2,516800,454800,36648250,899275,3416200,11825000,3431500,147120000,1974300,2186175,4791000,392800,1850250,770000,15183000,713250
US,US-SC,SC-1,2982100,2624300,211464000,5188925,19712000,68232000,19801500,848895000,11391800,12614475,27644250,2266450,10676000,4443400,87615000,4115400
US,US-SC,SC-2,1780100,1566450,126223750,3097300,11766200,40728000,11819500,506707500,6799800,7529625,16500750,1352850,6372500,2652200,52299000,2456550
US,US-SC,SC-3,1613200,1419600,114392250,2806975,10663300,36910000,10711500,459217500,6162400,6823875,14954250,1226050,5775250,2403600,47397000,2226150
US,US-SC,SC-4,2125900,1870850,150750500,3699150,14052500,48642000,14116000,605167500,8121100,8992725,19707750,1615700,7610750,3167600,62460000,2933850
US,US-SC,SC-5,2658800,2339750,188537000,4626350,17574800,60834000,17654500,756862500,10156700,11246775,24647250,2020700,9518500,3961600,78117000,3669150
US,US-SC,SC-6,1704400,1499900,120860250,2965675,11266200,38997000,11317500,485182500,6510900,7209675,15800250,1295350,6101750,2539600,50076000,2352150
US,US-SC,SC-7,2144000,1886700,152030500,3730550,14171800,49055000,14236000,610312500,8190100,9069075,19875000,1629450,7675500,3194600,62991000,2958750
US,US-SD,SD-AT LARGE,636100,559750,45105500,1106800,4204600,14554000,4223500,181072500,2429900,2690700,5896500,483450,2277250,947800,18690000,877800
US,US-TN,TN-1,1140800,1003950,80897250,1985075,7541000,26103000,7575000,324750000,4358000,4825800,10575750,867050,4084250,1699800,33519000,1574400
US,US-TN,TN-2,1265600,1113700,89741750,2202100,8365400,28956000,8403500,360255000,4834500,5353350,11731500,961850,4530750,1885800,37182000,1746450
US,US-TN,TN-3,1234200,1086050,87514750,2147450,8157800,28238000,8195000,351315000,4714500,5220525,11440500,937950,4418250,1839000,36261000,1703100
US,US-TN,TN-4,1237900,1089300,87776250,2153875,8182200,28322000,8219500,352365000,4728600,5236125,11475000,940750,4431500,1844400,36369000,1708200
US,US-TN,TN-5,2612800,2299250,185272500,4546250,17270500,59781000,17349000,743752500,9980800,11052075,24220500,1985700,9353750,3893000,76764000,3605700
US,US-TN,TN-6,1098400,966550,77886000,1911175,7260300,25131000,7293000,312667500,4195800,4646100,10182000,834750,3932250,1636600,32271000,1515750
US,US-TN,TN-7,1138500,1001900,80731000,1981000,7525500,26049000,7559500,324082500,4349100,4815825,10554000,865250,4075750,1696400,33450000,1571100
US,US-TN,TN-8,875700,770600,62093250,1523650,5788100,20035000,5814500,249262500,3345000,3704025,8117250,665500,3134750,1304800,25728000,1208400
US,US-TN,TN-9,1604700,1412200,113792750,2792275,10607400,36717000,10655500,456810000,6130100,6788100,14876250,1219600,5745000,2391000,47148000,2214600
US,US-TX,TX-1,637900,561350,45233000,1109925,4216500,14595000,4235500,181582500,2436800,2698275,5913000,484800,2283750,950400,18741000,880350
US,US-TX,TX-10,1513400,1331750,107312250,2633250,10003300,34626000,10048500,430792500,5781000,6401475,14028750,1150150,5417750,2255000,44463000,2088450
US,US-TX,TX-11,622300,547650,44129750,1082875,4113600,14239000,4132500,177157500,2377300,2632500,5769000,472950,2228000,927200,18285000,858750
US,US-TX,TX-12,858500,755450,60873750,1493725,5674500,19642000,5700000,244372500,3279300,3631275,7958250,652450,3073250,1279200,25221000,1184700
US,US-TX,TX-13,587400,516900,41652250,1022075,3882700,13440000,3900500,167205000,2243900,2484675,5445000,446400,2103000,875200,17259000,810600
US,US-TX,TX-14,700200,616150,49650000,1218325,4628200,16020000,4649000,199312500,2674700,2961750,6490500,532150,2506750,1043200,20571000,966300
US,US-TX,TX-15,841300,740300,59654250,1463800,5560800,19248000,5586000,239475000,3213600,3558600,7798500,639350,3011750,1253400,24717000,1161000
US,US-TX,TX-16,910600,801350,64572500,1584475,6019200,20835000,6046500,259215000,3478600,3851925,8441250,692050,3260000,1356800,26754000,1256700
US,US-TX,TX-17,649200,571300,46034500,1129600,4291200,14854000,4310500,184800000,2479900,2746125,6018000,493400,2324000,967400,19074000,895950
US,US-TX,TX-18,1901600,1673400,134841000,3308750,12569400,43508000,12626500,541305000,7264000,8043675,17628000,1445200,6807750,2833400,55869000,2624250
US,US-TX,TX-19,581800,511950,41253250,1012275,3845500,13311000,3863000,165607500,2222400,2460900,5393250,442150,2082750,866800,17091000,802800
US,US-TX,TX-2,1038100,913500,73610000,1806250,6861700,23751000,6893000,295500000,3965400,4391025,9623250,788950,3716250,1546800,30498000,1432500
US,US-TX,TX-20,742200,653150,52630000,1291450,4906000,16982000,4928500,211275000,2835200,3139575,6880500,564100,2657000,1105800,21807000,1024200
US,US-TX,TX-21,1469600,1293250,104209750,2557125,9714100,33625000,9758000,418335000,5613900,6216450,13623000,1116900,5261250,2189800,43176000,2028000
US,US-TX,TX-22,1560000,1372800,110618500,2714375,10311500,35692000,10358500,444067500,5959100,6598725,14460750,1185600,5584750,2324400,45831000,2152800
US,US-TX,TX-23,1433200,1261200,101628000,2493775,9473400,32792000,9516500,407977500,5474800,6062400,13285500,1089250,5130750,2135400,42108000,1977750
US,US-TX,TX-24,1821800,1603200,129184500,3169950,12042200,41683000,12097000,518595000,6959300,7706250,16888500,1384600,6522000,2714400,53526000,2514150
US,US-TX,TX-25,1614100,1420450,114458750,2808600,10669500,36932000,10718000,459480000,6166000,6827850,14963250,1226750,5778750,2405000,47424000,2227500
US,US-TX,TX-26,961400,846000,68171750,1672800,6354800,21996000,6383500,273667500,3672500,4066650,8912250,730650,3441750,1432400,28245000,1326750
US,US-TX,TX-27,1275500,1122400,90444000,2219325,8430900,29183000,8469000,363075000,4872300,5395275,11823750,969350,4566250,1900400,37473000,1760100
US,US-TX,TX-28,1042000,916950,73887000,1813050,6887500,23841000,6919000,296610000,3980400,4407600,9659250,791900,3730250,1552600,30612000,1437900
US,US-TX,TX-29,694000,610700,49208500,1207475,4587100,15878000,4608000,197542500,2650900,2935425,6432750,527400,2484250,1034000,20388000,957600
US,US-TX,TX-3,1300100,1144100,92189500,2262150,8593600,29746000,8632500,370087500,4966300,5499375,12051750,988050,4654250,1937200,38196000,1794150
US,US-TX,TX-30,1715500,1509650,121648250,2985025,11339700,39251000,11391000,488340000,6553300,7256700,15903000,1303800,6141500,2556200,50403000,2367450
US,US-TX,TX-31,1245700,1096200,88331750,2167500,8234000,28501000,8271500,354600000,4758500,5269275,11547750,946700,4459500,1856000,36597000,1719000
US,US-TX,TX-32,2027100,1783850,143741000,3527150,13399100,46380000,13460000,577035000,7743500,8574600,18791250,1540600,7257000,3020400,59556000,2797350
US,US-TX,TX-33,845900,744400,59981500,1471825,5591300,19354000,5616500,240787500,3231300,3578100,7841250,642850,3028250,1260400,24852000,1167300
US,US-TX,TX-34,568900,500600,40339500,989850,3760300,13016000,3777500,161940000,2173100,2406375,5273250,432350,2036500,847600,16713000,785100
US,US-TX,TX-35,532600,468700,37768750,926775,3520700,12187000,3536500,151620000,2034600,2253000,4937250,404800,1906750,793600,15648000,735000
US,US-TX,TX-36,819200,720900,58088250,1425375,5414800,18743000,5439500,233190000,3129300,3465150,7593750,622600,2932750,1220600,24069000,1130400
US,US-TX,TX-4,1133700,997650,80390750,1972650,7493800,25939000,7528000,322717500,4330700,4795575,10509750,861600,4058750,1689200,33309000,1564500
US,US-TX,TX-5,1092700,961550,77480500,1901225,7222500,25000000,7255500,311040000,4174000,4621950,10128750,830400,3911750,1628000,32103000,1507800
US,US-TX,TX-6,1135900,999600,80547750,1976500,7508400,25990000,7542500,323347500,4339200,4804950,10530000,863300,4066500,1692600,33372000,1567500
US,US-TX,TX-7,1966400,1730400,139435250,3421475,12997700,44991000,13056500,559747500,7511500,8317725,18228000,1494450,7039500,2929800,57771000,2713650
US,US-TX,TX-8,1068400,940200,75762250,1859075,7062300,24446000,7094500,304140000,4081400,4519425,9904500,812000,3825000,1592000,31389000,1474500
US,US-TX,TX-9,855500,752850,60664500,1488600,5654900,19574000,5680500,243532500,3268100,3618825,7930500,650200,3062750,1274800,25134000,1180650
US,US-UT,UT-1,846300,744750,60012750,1472600,5594200,19364000,5619500,240915000,3233000,3579975,7845750,643200,3029750,1261000,24864000,1167900
US,US-UT,UT-2,1549300,1363350,109859000,2695725,10240700,35447000,10287000,441015000,5918200,6553425,14361750,1177450,5546500,2308400,45519000,2137950
US,US-UT,UT-3,776600,683450,55071000,1351350,5133500,17769000,5157000,221077500,2966700,3285150,7199250,590250,2780250,1157200,22818000,1071750
US,US-UT,UT-4,1171000,1030450,83032250,2037450,7740000,26791000,7775000,333322500,4473000,4953150,10854750,889900,4192000,1744800,34404000,1615950
US,US-VA,VA-1,1061600,934250,75280750,1847250,7017400,24290000,7049500,302205000,4055500,4490700,9841500,806850,3800750,1581800,31191000,1465050
US,US-VA,VA-10,1955300,1720700,138652750,3402275,12924800,44738000,12983500,556605000,7469400,8271075,18126000,1486050,7000000,2913400,57447000,2698350
US,US-VA,VA-11,1714100,1508400,121547250,2982550,11330200,39219000,11381500,487935000,6547900,7250625,15889500,1302700,6136500,2554000,50361000,2365500
US,US-VA,VA-2,2220600,1954150,157465500,3863925,14678400,50808000,14745000,632130000,8482800,9393300,20585250,1687700,7950000,3308800,65241000,3064500
US,US-VA,VA-3,900400,792350,63848750,1566725,5951800,20602000,5979000,256312500,3439600,3808800,8346750,684300,3223500,1341600,26454000,1242600
US,US-VA,VA-4,1518900,1336600,107702500,2642825,10039700,34752000,10085000,432360000,5802000,6424800,14079750,1154350,5437500,2263200,44625000,2096100
US,US-VA,VA-5,1135300,999100,80507250,1975500,7504600,25977000,7538500,323190000,4337000,4802475,10524750,862850,4064500,1691600,33357000,1566750
US,US-VA,VA-6,920900,810400,65301750,1602375,6087200,21070000,6115000,262147500,3517900,3895425,8536500,699900,3296750,1372200,27057000,1270800
US,US-VA,VA-7,1698600,1494750,120448000,2955575,11227800,38864000,11278500,483525000,6488700,7185075,15746250,1290950,6081000,2531000,49905000,2344050
US,US-VA,VA-8,2189900,1927100,155286500,3810450,14475300,50105000,14541000,623377500,8365500,9263325,20300250,1664350,7839750,3263000,64341000,3022050
US,US-VA,VA-9,731800,643950,51890250,1273300,4837000,16743000,4859000,208305000,2795400,3095400,6783750,556150,2619750,1090400,21501000,1009800
US,US-VT,VT-AT LARGE,854200,751650,60568000,1486225,5646000,19543000,5671500,243142500,3262900,3613050,7917750,649150,3057750,1272600,25095000,1178700
US,US-WA,WA-1,1161300,1021950,82350250,2020725,7676400,26571000,7711500,330585000,4436300,4912425,10765500,882600,4157500,1730400,34119000,1602600
US,US-WA,WA-10,973700,856900,69048000,1694300,6436400,22279000,6465500,277185000,3719700,4118925,9026250,740050,3486000,1450800,28608000,1343700
US,US-WA,WA-2,860800,757550,61041250,1497850,5690100,19696000,5716000,245040000,3288400,3641325,7980000,654250,3081750,1282600,25290000,1188000
US,US-WA,WA-3,1072700,944000,76068500,1866575,7090800,24544000,7123000,305370000,4097900,4537725,9944250,815300,3840500,1598400,31518000,1480350
US,US-WA,WA-4,614500,540750,43572750,1069200,4061700,14059000,4080000,174915000,2347300,2599275,5696250,467000,2199750,915600,18054000,847950
US,US-WA,WA-5,871100,766550,61768500,1515675,5757900,19930000,5784000,247965000,3327500,3684675,8075250,662000,3118500,1298000,25593000,1202100
US,US-WA,WA-6,1025300,902250,72702500,1783975,6777100,23458000,6808000,291855000,3916600,4336950,9504000,779200,3670500,1527600,30123000,1414950
US,US-WA,WA-7,1524700,1341750,108119500,2653050,10078500,34886000,10124500,434032500,5824500,6449625,14134500,1158800,5458500,2271800,44796000,2104200
US,US-WA,WA-8,1155700,1017050,81952750,2010975,7639400,26443000,7674000,328987500,4414900,4888725,10713750,878350,4137500,1722000,33954000,1594950
US,US-WA,WA-9,1337200,1176750,94822500,2326775,8839000,30596000,8879000,380655000,5108200,5656425,12396000,1016300,4787250,1992400,39288000,1845300
US,US-WI,WI-1,2457500,2162600,174259750,4276000,16243900,56227000,16317500,699547500,9387600,10395150,22780500,1867700,8797750,3661600,72201000,3391350
US,US-WI,WI-2,2815600,2477750,199654250,4899150,18611100,64421000,18695500,801487500,10755600,11910000,26100750,2139850,10079750,4195200,82722000,3885600
US,US-WI,WI-3,2275700,2002600,161367750,3959675,15042200,52067000,15110500,647790000,8693100,9626100,21095250,1729500,8147000,3390800,66858000,3140400
US,US-WI,WI-4,3767700,3315600,267168250,6555825,24904600,86205000,25017500,1072515000,14392700,15937425,34926750,2863450,13488500,5613800,110694000,5199450
US,US-WI,WI-5,2395800,2108350,169888500,4168750,15836500,54817000,15908500,681997500,9152100,10134375,22209750,1820850,8577000,3569800,70389000,3306300
US,US-WI,WI-6,2132600,1876650,151220750,3710675,14096300,48793000,14160500,607057500,8146400,9020775,19769250,1620750,7634500,3177600,62655000,2943000
US,US-WI,WI-7,1926700,1695450,136620000,3352400,12735300,44082000,12793000,548445000,7359900,8149800,17860500,1464250,6897500,2870800,56604000,2658750
US,US-WI,WI-8,2237800,1969250,158683000,3893775,14791900,51201000,14859000,637012500,8548400,9465900,20744250,1700750,8011250,3334400,65748000,3088200
US,US-WV,WV-1,766700,674700,54366750,1334050,5067900,17542000,5091000,218250000,2928800,3243150,7107000,582700,2744750,1142400,22527000,1058100
US,US-WV,WV-2,855500,752900,60666750,1488650,5655200,19575000,5681000,243540000,3268200,3618975,7931250,650200,3062750,1274800,25137000,1180650
US,US-WV,WV-3,694400,611050,49238750,1208225,4589900,15888000,4610500,197662500,2652500,2937225,6437250,527750,2486000,1034600,20400000,958200
US,US-WY,WY-AT LARGE,580500,510800,41161750,1010025,3837000,13281000,3854500,165240000,2217400,2455425,5381250,441150,2078000,865000,17055000,801000
